title,subject
Frederick,"Children's stories,Fairy tales,Juvenile fiction,Mice,Mice in fiction,Imagination,Sharing,Families,Winter,Fiction,Accelerated Reader 3.5.,Children's fiction,Picture books,Fiction, general,Turkish language materials,Mice, fiction,collectionID:caldecotthonor60,Spanish language materials,Ratones,Estaciones del año,Novela infantil"
Corduroy,"Chinese language materials,Corduroy (Fictitions character),Day,Department stores,Fiction,Juvenile fiction,Picture books,Teddy bears,Toys,Percussion instruments,Motor learning,Children's fiction,Toys, fiction,Corduroy (fictitious character), fiction,Bears, fiction,Fantasy,Corduroy (Fictitious character),Pictorial works,Juguetes,Bears,Osos,Ficción juvenil,Osos de felpa,Picture books for children,Spanish language materials,Friendship, fiction,Children's stories,Corduory(Fictitious character),Friendship,African American girls,Teddy bears, fiction,Department stores, fiction,Toy and movable books,Board books,Ours en peluche,Romans, nouvelles, etc. pour la jeunesse,Jouets,Literature and fiction, juvenile"
The emperor's new clothes,"Juvenile fiction,Fairy tales,Pride and vanity,Fiction,Polyglot texts, selections, quotations,Children's stories, Danish,Children: Preschool,Children's 4-8,Children's Books/Ages 4-8 Fiction,Classics,Non-Classifiable,Fairy Tales & Folklore - Single Title,Fairy Tales & Folklore - General,Aristocracy (Social class),Statesmen,Tailors,Emperors,Children's fiction,Kings, queens, rulers, etc., fiction,Behavior, fiction,Clothing and dress, fiction,Clothing and dress,Children's stories,Classic Fairy Tales,Tailors, fiction,Picture books,Danish Fairy tales,Spanish language materials,Translations into English,Comic and Graphic Books,Deception,Korean language materials,Fairy tales, adaptations"
Flat Stanley,"Humorous stories,Art thieves,Juvenile fiction,Fiction,Stanley Lambchop (Fictitious character),Boys,Stanley Lambchop (Fictional character),Humorous fiction,Fantasy,Children's fiction,Boys, fiction,Bulletin boards,Picture books,Family life, fiction,Cooperation,Brothers,Children's stories,Problem children, fiction,Hermanos,Novela juvenil,Imagination,Fantasia,Imaginacion,Spanish language materials,Fantastique,Romans, nouvelles, etc. pour la jeunesse,Roman pour la jeunesse,Stature,Size"
Jabberwocky,"Nonsense-verses, English,Children's poetry, English,English Fantasy poetry,English Nonsense verses,English poetry,Nonsense verses,Toy and movable books,Artists' books,Specimens,Shaw alphabet,Nonsense verses, English,Children's Books/Ages 4-8 Nonfiction,Children: Grades 1-2,Art - Sculpture,Juvenile Nonfiction / Poetry / General,Children's poetry,Poetry,Picture books,Fantasy fiction,Monsters, fiction,Adventure and adventurers, fiction,Stories in rhyme,Children's fiction"
Farmer Duck,"Juvenile fiction,Domestic animals,Ducks,Fiction,Farm life,Justice,Children: Kindergarten,Vietnamese language,Readers,Children's fiction,Ducks, fiction,Farm life, fiction,Vie à la ferme,Romans, nouvelles,Duck,Readers (Elementary),Children's plays, English,Juvenile plays,Revolutions,Plays,Children's plays,Domestic animals, fiction,Children's stories, English,Translations from English,Children's stories, Korean,Farmers,Picture books,Pictorial works,Spanish language materials,Bilingual"
"Can't You Sleep, Little Bear?","Beds,Picture books,Bears,Juvenile fiction,Children's stories, English,Children's literature,Fiction,Fear of the dark,Bedtime,Fear,Big books,Love,Juvenile,Instruction and study,Child development,Music,Pictorial works,Little Bear (Fictitious character : Waddell),Pictorial worksJuvenile fiction,Big Bear (Fictitious character : Waddell),Children's fiction,Bears, fiction,Winter, fiction,Little bear (fictitious character : waddell), fiction,Child and youth fiction,Bedtime, fiction,Specimens,Sleep,Night"
Winnie the witch,"Color,Juvenile fiction,Children's stories, English,Winnie the Witch (Fictitious character),Fiction,Cats,Witches,Children's plays,Juvenile drama,Pictorial works,Drama texts: from c 1900 -,English literature: drama texts,General,Drama,Plays / Drama,Plays,Drama / General,Children's fiction,Witchcraft, fiction,Witches, fiction,Cats, fiction,Color, fiction,Picture books,Hexe,Kind,Katze"
Frog and Toad All Year,"accelerated reader,amistad,animals,children's fiction,children's stories,classics,comedy & humor,estaciones del año,ficción juvenil,fiction,friendship,frogs,frogs & toads,juvenile audience,juvenile fiction,juvenile works,novela juvenil,ranas,sapos,seasons,social themes,Spanish language materials,toads,Frog and toad (fictitious characters), fiction,Frogs, fiction,Picture books,Literature and fiction, juvenile,Language arts,series:Frog_and_Toad"
The Tale of the Flopsy Bunnies,"Rabbits,Fiction,Children's stories, English,Juvenile fiction,Children's fiction,Rabbits, fiction,Easter, fiction,Initial teaching alphabet,Toy and movable books,Board books,Picture books"
Room on the Broom,"Children's fiction,Witches, fiction,Animals, fiction,Dragons, fiction,Stories in rhyme,Animals,Juvenile fiction,Dragons,Animals in fiction,Dragons in fiction,Witches,Fiction,Witches in fiction,Sound, fiction,Board books,Halloween, fiction,Toy and movable books,Picture books,Child and youth fiction,Fantasy & Magic,Holidays & Celebrations,Halloween,Humorous Stories,Student activities,Creative activities and seat work,Children's Books/Baby-Preschool"
Stellaluna,"owls,Juvenile Fiction,Aves,Bats,Birds,Ficción juvenil,Fiction,Juvenile software,Murciélagos,Software,Specimens,Toy and movable books,Picture books,Friendship,Board books,Spanish: Kindergarten,Short Stories,Children's 4-8 - Picturebooks,Children's Books/Ages 4-8 Fiction,Spanish: Grades 2-3,Spanish: Grades 1-2,Animals - Mammals,Animals - Birds,Children's fiction,Bats, fiction,Birds, fiction,Friendship, fiction,Juvenile literature,Action & Adventure,Animals,Baby Animals,Family,Adoption,Chauves-souris,Ouvrages pour la jeunesse,Oiseaux,Fiction, general,Juvenile fiction"
The tale of Mrs. Tittlemouse,"Mice,Mice in fiction,Fiction,Ficción juvenil,Ratones,Juvenile fiction,Children's stories, English,Children's fiction,Mice, fiction,Initial teaching alphabet,Pictorial works,Board books,Orderliness,Animals,Hedgehogs,Picture books,Children's stories,Animals, fiction,Rabbits, fiction,Adventure and adventurers, fiction"
Astérix et les Normands,"series:asterix,Comic books, strips,Graphic,Magic,Juvenile fiction,Graphic novels,Cartoons and comis,Fiction,Bandes dessinées,Romans, nouvelles, etc. pour la jeunesse,Gallo-Romains,Romains,Magie,Romans graphiques,Histoire,Children's fiction,Comic books, strips, etc.,France, history, fiction,Asterix (fictitious character), fiction,Gauls,Caricatures and cartoons,Civics, british,Picture books,Wit and humor,Novela gráfica,Normandía (Francia),Spanish language materials,Historia,Roma,Libros de caricaturas, tiras cómicas,History,Children: Grades 3-4"
The Gruffalo's Child,"Fiction,Stories in rhyme,Mice,Animals,Curiosity,Juvenile fiction,Children's stories,Monsters,Pictorial works,Moed,Children's picture book,Children's fiction,Mice, fiction,Animals, fiction,Toy and movable books,Picture books,Child and youth fiction,Board books,Ipuinak-,Cuentos-,Miedo-,Haur eta gazteentzako liburuak,Libros infantiles,Beldurra-,Ficción juvenil,Ratones,Curiocidad,Jigsaw puzzles,Specimens,Literatura infanto-juvenil,Literatura inglesa,Gruffalo (Fictitious character),Ungeheuer,Feldwaldmaus,Bilderbuch"
La Serpe d'or,"series:asterix,Comic books, strips,Graphic novels,Historical comic books, strips,History,Caricatures and cartoons,Modern fiction,Gauls,Juvenile fiction,Children's fiction,Comic books, strips, etc.,France, history, fiction,Asterix (fictitious character), fiction,Civics, british,Picture books,Wit and humor"
Swimmy,"Children's fiction,Friendship, fiction,Picture books,Fishes,Juvenile fiction,Courage,Cooperation,Fear, fiction,Courage, fiction,Fishes, fiction,Swimmy,Leo Lionni,Caldecott Honor Book,Ocean,Sea Fish,Red,Black,Big,Large,Sea,Rock,Coral,Anemones,Seaweed,Sea life,Lobster,Eels,Tuna,Rainbow Jellyfish,Camouflage,Children,Age 3-7,Pre-K to 2,Children's,Juvenile,Fantasy,Fiction,Books,Picture book,Literature,Stories,Friends,Friendship,Leader,Leadership,Teamwork,Working together,Honor,Differences,Problem solving,collectionID:caldecotthonor60,Peces,Vocabulary,Readers,Spanish language,Ficción juvenil,Spanish language materials,Cuentos italianos,Materiales lectura en idioma espanol,Novela,Caldecott Medal,Fishes -- Fiction,award:Caldecott_award,lexile:690,lexile_range:601-700,age:min:2,age:max:6,grade:min:Preschool,grade:max:2"
The Very Busy Spider,"Spider webs,Arañas,Juvenile fiction,Spider,Fiction,Animales domésticos,Ficción juvenil,Spiders,Domestic animals,Spanish language materials,Libros de juguete y movibles,Telarañas,Children's fiction,Spiders, fiction,Domestic animals, fiction,Toy and movable books,Specimens,Toy andmovable books,Spider  webs,Persistence,Animals,Board books,Farm life, fiction,Picture books"
Peter's Chair,"Brothers,Brothers and sisters,Family,Hmong language materials,Chairs,Juvenile fiction,Children's stories,Fiction,Chinese language materials,Babies,African Americans,Spanish language materials,Bilingual,Picture books,Hermanos,Ficción juvenil,Niños lactantes,Infants,Children's fiction,Chairs, fiction,Infants, fiction,Brothers and sisters, fiction,African americans, fiction,Infantes lactantes,Novela juvenil,Novela,Boys, fiction,Literature and fiction, juvenile,Picture books for children,Family life, fiction,Children, fiction,Siblings, fiction"
C Pack,"Love,Fiction,Owls,Mother and child,Children's Books/Baby-Preschool,Ficción juvenil,Madre e hijo,Animals,Búhos,Juvenile fiction,Infancy,Juvenile literature,Spanish language materials,Literary Criticism & Collections,Children's Books/Ages 4-8 Fiction,Juvenile Nonfiction,Social Situations - Emotions & Feelings,Spanish: Kindergarten,Social Issues - Emotions & Feelings,Children's 4-8 - Picturebooks,Children: Babies Toddlers,Children's fiction,Owls, fiction,Mothers, fiction,Parent and child, fiction,Children's literature,Children's picture books,Mother-child relationship,Mothers,Mother and child, fiction,Family, fiction,Owls, juvenile literature,Picture books,Toy and movable books"
Rotkäppchen,"Tales,Fairy tales,Juvenile literature,Folklore,Little Red Riding Hood (Tale),Pictorial works,Germany,Fairy Tales & Folklore - Single Title,Children's Books/Ages 4-8 Fiction,Children: Grades 2-3,Non-Classifiable,Children's 4-8,Juvenile Fiction,Children's fiction,Picture books,Cuentos de hadas,Wolves, fiction,British and irish fiction (fictional works by one author)"
We're Going on a Bear Hunt,"Picture books,Hunting,Bears,Juvenile fiction,Board books,Fiction,Children's fiction,Bears, fiction,Hunting, fiction,Pictorial works,Somali language materials,Bilingual,Toy and movable books,Specimens,Jigsaw puzzles,Puzzles,Adventure and adventurers, fiction"
The Grouchy Ladybug,"Juvenile fiction,Insects,Ladybugs,German language materials,Fiction,Toy and movable books,Behavior,Specimens,Spanish language materials,Materiales en español,Libros de juguete y movibles,Novela,Mariquitas,Ficción juvenil,Muestras,Children's fiction,Ladybugs, fiction,Behavior, fiction,Picture books for children,Picture books,Insects, fiction,Emotions, fiction,Children's stories,Pictorial works,Temper,Board books,Social interaction,Anglais (langue),Ouvrages pour la jeunesse,Livres illustrés pour enfants,Coccinelles,Dolls, fiction"
Madeline's Rescue,"Children's stories, American,Dogs,Fiction,Juvenile fiction,Picture books for children,Rescues,Stories in rhyme,Paris (France),Caldecott medal book,Madeline (Fictitious character),Students,Girls,Animal welfare,Caldecott Medal,Children's stories,Schools,Orphans,Picture books,Children's fiction,Madeline (fictitious character), fiction,Paris (france), fiction,France, fiction,Orphans, fiction,Dogs, fiction,Audiobooks,Children's audiobooks,Conduct of life,Children,collectionID:caldecott50,Literature and fiction, juvenile,award:Caldecott_award,lexile:460,lexile_range:401-500,lexile_code:AD,age:min:3,age:max:7"
Now we are six,"Children's poetry, English,English poetry,Poetry,Children's poetry,Juvenile fiction,Children's stories, English,Fiction,Juvenile literature,Picture books,Winnie-the-pooh (fictitious character), fiction,Children's fiction,Humorous poetry"
"The Little Mouse, the Ripe Red Strawberry, and the Big Hungry Bear","Oversize books,Bears,Juvenile fiction,Spanish,Fiction,fresa,El ratoncito,Strawberries,Big books,oso,Mice,Specimens,Pictorial works,raton,Children's fiction,Bears, fiction,Mice, fiction,Food, fiction,Child and youth fiction,Board books,Spanish language materials,Osos,Ficción juvenil,Ratones,Fresas,Picture books,On board pages,Sharing,Picture books for children,Souris,Romans, nouvelles, etc. pour la jeunesse,Ours,Partage,Livres d'images pour enfants"
Strega Nona,"Avarice,Fiction,Folklore,Grandmothers,Healing,Juvenile fiction,Magic,Memory,Strega Nona (Fictitious character),Tales,Fairy tales,Blind,Books and reading,Juvenile literature,Folklore, italy,Big books,Children's fiction,Witches, fiction,Magic, fiction,Gardening, fiction,Italy, fiction,Witches,Audiobooks,Strega Nona (Fictional character),Picture books,Toy and movable books,collectionID:caldecotthonor70,Caldecott Medal,award:Caldecott_award,lexile:560,lexile_range:501-600,age:min:4,age:max:8,grade:min:Preschool,grade:max:3"
